,feature,fscore
0,L0_S10_F249,0.00107296137339
1,L3_S32_start_date_id_diff_reverse,0.00107296137339
2,L1_S24_F1514,0.00107296137339
3,L0_S1_time_span,0.00107296137339
4,L0_S9_F200,0.00107296137339
5,L0_S7_end_date_id_diff_reverse,0.00107296137339
6,L1_S24_D1511,0.00107296137339
7,L0_S3_start_date_id_diff_reverse,0.00107296137339
8,L3_S30_F3529,0.00107296137339
9,L0_S5_end_date_id_diff,0.00107296137339
10,L3_S30_F3634,0.00107296137339
11,L0_S2_D34,0.00107296137339
12,L3_S47_F4148,0.00107296137339
13,L1_S24_F1829,0.00107296137339
14,L3_S37_D3942,0.00107296137339
15,L2_S26_end_date_id_diff_reverse,0.00107296137339
16,L0_S5_D117,0.00107296137339
17,L0_S10_F259,0.00107296137339
18,L0_S8_end_date_id_diff_reverse,0.00107296137339
19,L0_S2_F40,0.00107296137339
20,L3_S30_F3819,0.00107296137339
21,L0_S10_end_date_id_diff,0.00107296137339
22,L0_S2_end_date_id_diff,0.00107296137339
23,L3_S30_F3804,0.00107296137339
24,L0_S0_F0,0.00107296137339
25,L0_S12_F334,0.00107296137339
26,L1_S24_F1539,0.00107296137339
27,L0_S21_F517,0.00107296137339
28,L1_S24_F1518,0.00107296137339
29,L3_S29_F3318,0.00107296137339
30,L3_S41_F4026,0.00107296137339
31,L1_S24_F1544,0.00107296137339
32,L0_S1_start_date_id_diff_reverse,0.00107296137339
33,L0_S6_D120,0.00107296137339
34,L0_S16_start_date_id_diff,0.00107296137339
35,L3_S29_F3395,0.00107296137339
36,L0_S14_F386,0.00107296137339
37,L2_S26_F3113,0.00107296137339
38,L0_S2_end_date_id_diff_reverse,0.00107296137339
39,L3_S29_F3360,0.00107296137339
40,L1_S24_F1753,0.00107296137339
41,L3_S30_D3496,0.00107296137339
42,L0_S4_end_date,0.00107296137339
43,L3_S29_F3401,0.00107296137339
44,L1_S25_start_date_id_diff_reverse,0.00107296137339
45,L3_S29_D3477,0.00107296137339
46,L0_S6_start_date_id_diff,0.00107296137339
47,L0_S13_F354,0.00107296137339
48,L0_S10_D216,0.00107296137339
49,L1_S24_F1812,0.00107296137339
50,end_date_id_diff_reverse,0.00107296137339
51,L3_S29_F3385,0.00107296137339
52,L1_S24_F1758,0.00107296137339
53,L0_S1_start_date,0.00107296137339
54,L0_S8_D145,0.00107296137339
55,L3_S34_F3878,0.00107296137339
56,L0_S12_D331,0.00107296137339
57,L0_S2_time_span,0.00107296137339
58,L1_S24_F1571,0.00107296137339
59,L0_S13_start_date_id_diff,0.00107296137339
60,L3_S30_F3689,0.00107296137339
61,L3_S41_F4014,0.00107296137339
62,L0_S21_F477,0.00107296137339
63,L3_S29_F3442,0.00107296137339
64,L1_S24_F1824,0.00107296137339
65,L1_S24_D1809,0.00107296137339
66,L3_S30_F3674,0.00107296137339
67,L3_S29_F3424,0.00107296137339
68,L3_S36_D3919,0.00107296137339
69,L0_S3_F80,0.00107296137339
70,L0_S6_F122,0.00107296137339
71,L0_S0_start_date_id_diff,0.00107296137339
72,L3_S29_F3449,0.00107296137339
73,L0_S0_F14,0.00107296137339
74,L0_S9_D152,0.00107296137339
75,L2_S26_start_date_id_diff_reverse,0.00107296137339
76,L3_S37_start_date_id_diff_reverse,0.00107296137339
77,L1_S24_F1793,0.00107296137339
78,L1_S25_F2036,0.00107296137339
79,L3_S34_F3876,0.00107296137339
80,L3_S30_F3609,0.00107296137339
81,L0_S2_end_date,0.00107296137339
82,L0_S14_start_date_id_diff,0.00107296137339
83,L3_S30_F3584,0.00107296137339
84,L0_S12_start_date_id_diff_reverse,0.00107296137339
85,L3_S38_end_date_id_diff_reverse,0.00107296137339
86,L3_S30_F3514,0.00107296137339
87,L3_S37_D3945,0.00107296137339
88,L0_S3_end_date_id_diff_reverse,0.00107296137339
89,L3_S30_F3769,0.00107296137339
90,L3_S29_F3452,0.00107296137339
91,L0_S3_end_date_id_diff,0.00107296137339
92,L0_S3_D70,0.00107296137339
93,L1_S24_end_date_id_diff_reverse,0.00107296137339
94,L0_S9_F210,0.00107296137339
95,L0_S8_start_date_id_diff,0.00107296137339
96,L0_S0_D3,0.00107296137339
97,L3_S35_D3886,0.00107296137339
98,L3_S40_F3980,0.00107296137339
99,L3_S44_D4101,0.00107296137339
100,L3_S29_end_date_id_diff,0.00107296137339
101,L3_S30_F3504,0.00107296137339
102,L0_S9_F195,0.00107296137339
103,L1_S24_F1713,0.00107296137339
104,L2_S26_F3117,0.00107296137339
105,L0_S11_F310,0.00107296137339
106,L0_S0_F10,0.00107296137339
107,L3_S34_end_date_id_diff_reverse,0.00107296137339
108,L3_S41_F4016,0.00107296137339
109,L3_S29_D3316,0.00107296137339
110,L3_S29_F3461,0.00107296137339
111,L3_S37_end_date_id_diff,0.00107296137339
112,L3_S48_F4198,0.00107296137339
113,L3_S30_F3669,0.00107296137339
114,L0_S2_F36,0.00107296137339
115,L0_S17_D434,0.00107296137339
116,L0_S9_F180,0.00107296137339
117,L0_S9_F185,0.00107296137339
118,L1_S24_F1834,0.00107296137339
119,L3_S35_D3891,0.00107296137339
120,L2_S26_F3036,0.00107296137339
121,L0_S12_start_date_id_diff,0.00214592274678
122,L1_S24_F1502,0.00214592274678
123,L0_S11_F286,0.00214592274678
124,L0_S5_start_date_id_diff_reverse,0.00214592274678
125,L3_S30_F3524,0.00214592274678
126,L0_S4_F104,0.00214592274678
127,L3_S30_F3794,0.00214592274678
128,L3_S34_D3875,0.00214592274678
129,L3_S30_F3499,0.00214592274678
130,L1_S24_F1516,0.00214592274678
131,L1_S24_D1765,0.00214592274678
132,L3_S30_F3509,0.00214592274678
133,L1_S25_F1978,0.00214592274678
134,L3_S34_end_date_id_diff,0.00214592274678
135,L0_S5_end_date_id_diff_reverse,0.00214592274678
136,L3_S32_start_date,0.00214592274678
137,L3_S29_F3315,0.00214592274678
138,L3_S32_end_date_id_diff,0.00214592274678
139,time_per_TS_num,0.00214592274678
140,L1_S24_end_date_id_diff,0.00214592274678
141,L1_S24_start_date_id_diff,0.00214592274678
142,L3_S30_F3544,0.00214592274678
143,L0_S0_F18,0.00214592274678
144,L3_S30_F3704,0.00214592274678
145,L0_S4_start_date_id_diff,0.00214592274678
146,L3_S30_F3574,0.00214592274678
147,L3_S30_F3684,0.00214592274678
148,L0_S2_start_date_id_diff,0.00214592274678
149,L3_S29_F3339,0.00214592274678
150,L3_S33_start_date_id_diff_reverse,0.00214592274678
151,L0_S0_F6,0.00214592274678
152,L3_S36_end_date_id_diff_reverse,0.00214592274678
153,L3_S30_F3559,0.00214592274678
154,L0_S11_start_date_id_diff,0.00214592274678
155,L0_S19_end_date_id_diff,0.00214592274678
156,L0_S6_F132,0.00214592274678
157,L3_S29_F3433,0.00214592274678
158,L0_S0_F22,0.00214592274678
159,L0_S0_F20,0.00214592274678
160,cat_null_col_count,0.00214592274678
161,L3_S32_F3851,0.00214592274678
162,L0_S1_end_date,0.00214592274678
163,L3_S41_start_date_id_diff_reverse,0.00214592274678
164,L3_S30_F3749,0.00214592274678
165,L0_S1_F28,0.00214592274678
166,L3_S30_F3534,0.00214592274678
167,L0_S3_F72,0.00214592274678
168,L1_S24_F1172,0.00321888412017
169,L3_S36_F3924,0.00321888412017
170,L3_S35_F3889,0.00321888412017
171,L3_S29_F3479,0.00321888412017
172,L3_S30_F3554,0.00321888412017
173,L3_S29_F3473,0.00321888412017
174,L3_S30_start_date_id_diff,0.00321888412017
175,num_null_col_count,0.00321888412017
176,L1_S24_F1803,0.00321888412017
177,L3_S29_F3407,0.00321888412017
178,L0_S5_start_date_id_diff,0.00321888412017
179,L3_S30_F3709,0.00321888412017
180,time_span,0.00321888412017
181,L2_S26_F3121,0.00321888412017
182,L0_S1_end_date_id_diff_reverse,0.00321888412017
183,L0_S4_D106,0.00321888412017
184,L1_S24_F1783,0.00321888412017
185,L0_S12_F348,0.00321888412017
186,L3_S40_start_date_id_diff,0.00321888412017
187,L3_S30_F3774,0.00321888412017
188,L0_S5_F116,0.00321888412017
189,L3_S33_F3867,0.00321888412017
190,L0_S11_F322,0.00321888412017
191,L3_S30_F3829,0.00321888412017
192,L3_S29_F3430,0.00321888412017
193,L3_S29_F3436,0.00321888412017
194,L3_S34_start_date_id_diff_reverse,0.00321888412017
195,L1_S24_F1685,0.00321888412017
196,L1_S24_F1672,0.00321888412017
197,L2_S26_F3051,0.00321888412017
198,L0_S1_F24,0.00321888412017
199,L3_S36_D3921,0.00321888412017
200,L3_S29_F3354,0.00321888412017
201,L0_S22_F546,0.00429184549356
202,L3_S35_F3896,0.00429184549356
203,L3_S36_F3920,0.00429184549356
204,L0_S14_F370,0.00429184549356
205,L1_S24_F1520,0.00429184549356
206,L3_S34_start_date_id_diff,0.00429184549356
207,L3_S30_F3799,0.00429184549356
208,L0_S7_start_date_id_diff_reverse,0.00429184549356
209,L0_S3_F96,0.00429184549356
210,L0_S1_start_date_id_diff,0.00429184549356
211,L0_S0_F2,0.00429184549356
212,L0_S0_F4,0.00429184549356
213,end_date,0.00429184549356
214,L3_S41_start_date_id_diff,0.00429184549356
215,end_date_id_diff,0.00429184549356
216,L3_S30_F3629,0.00429184549356
217,L1_S24_F1846,0.00429184549356
218,L3_S29_F3327,0.00429184549356
219,L0_S0_F16,0.00429184549356
220,L0_S0_F12,0.00429184549356
221,L0_S11_F326,0.00429184549356
222,L1_S24_F1575,0.00429184549356
223,L3_S29_F3351,0.00429184549356
224,L3_S30_F3624,0.00429184549356
225,L0_S3_start_date_id_diff,0.00429184549356
226,L3_S29_F3336,0.00536480686695
227,L3_S30_F3639,0.00536480686695
228,L0_S5_D115,0.00536480686695
229,L0_S10_F244,0.00536480686695
230,L3_S37_start_date_id_diff,0.00536480686695
231,L3_S30_F3494,0.00536480686695
232,L3_S36_start_date_id_diff_reverse,0.00536480686695
233,L3_S29_F3330,0.00536480686695
234,time_per_TS_cat,0.00536480686695
235,L3_S32_start_date_id_diff,0.00536480686695
236,L2_S27_F3210,0.00536480686695
237,start_date,0.00536480686695
238,L1_S24_F1565,0.00536480686695
239,L3_S29_F3321,0.00536480686695
240,L0_S8_start_date_id_diff_reverse,0.00643776824034
241,L3_S29_F3345,0.00643776824034
242,L3_S29_F3324,0.00643776824034
243,L0_S22_F551,0.00643776824034
244,L2_S26_F3069,0.00643776824034
245,L3_S29_F3348,0.00643776824034
246,L3_S30_F3604,0.00643776824034
247,L3_S29_F3458,0.00643776824034
248,L3_S32_F3850,0.00643776824034
249,L3_S30_F3744,0.00643776824034
250,L3_S33_F3859,0.00643776824034
251,L3_S29_F3373,0.00751072961373
252,L0_S19_start_date_id_diff,0.00751072961373
253,L0_S2_start_date,0.00751072961373
254,L1_S24_F1463,0.00858369098712
255,L3_S32_D3852,0.00858369098712
256,L3_S33_D3858,0.00858369098712
257,L3_S29_D3474,0.00858369098712
258,L0_S1_end_date_id_diff,0.00858369098712
259,L3_S29_F3379,0.00858369098712
260,L0_S10_F229,0.00858369098712
261,L3_S30_F3754,0.00858369098712
262,L3_S30_F3759,0.00858369098712
263,L3_S30_F3809,0.00965665236052
264,L3_S29_F3342,0.00965665236052
265,L3_S33_start_date_id_diff,0.00965665236052
266,L0_S14_F362,0.00965665236052
267,L3_S29_F3427,0.00965665236052
268,L1_S24_F1850,0.00965665236052
269,L3_S36_start_date_id_diff,0.00965665236052
270,L3_S30_end_date_id_diff_reverse,0.0107296137339
271,L2_S26_F3073,0.0107296137339
272,L1_S24_F1844,0.0107296137339
273,L2_S26_F3106,0.0118025751073
274,start_date_id_diff,0.0128755364807
275,L3_S29_start_date_id_diff,0.0139484978541
276,L3_S29_end_date_id_diff_reverse,0.0139484978541
277,L3_S33_F3865,0.0139484978541
278,L3_S33_F3857,0.0150214592275
279,L3_S33_D3856,0.0160944206009
280,L3_S30_start_date_id_diff_reverse,0.0171673819742
281,start_date_id_diff_reverse,0.0182403433476
282,L3_S38_start_date_id_diff_reverse,0.019313304721
283,L3_S32_F3854,0.0225321888412
284,L3_S29_start_date_id_diff_reverse,0.0354077253219
