feature,fscore,overall
L3_S40_end_date_id_diff_reverse,0.00108108108108,True
L0_S11_F282,0.00107720605522,True
L3_S41_F4006,0.00107444778415,True
L3_S36_F3918,0.00106921530304,True
L3_S43_start_date_id_diff,0.00106402466593,True
L0_S22_D548,0.00106274888591,True
L3_S47_start_date_id_diff_reverse,0.00106128716502,True
L3_S29_F3360,0.00105491284398,True
L1_S25_D1887,0.0010542394485,True
L1_S24_F1609,0.00105408235503,True
L1_S25_time_span_rank,0.00105193911548,True
L1_S25_end_date_id_diff_reverse,0.00105012125022,True
L3_S39_start_date_id_diff_reverse,0.00105005512415,True
L3_S29_start_date_rank,0.0010496292705,True
L0_S11_D280,0.00104682767019,True
L2_S27_F3166,0.00104450762779,True
L0_S21_F512,0.00104362012743,True
L0_S13_time_span_rank,0.00104104571066,True
L3_S39_D3966,0.00103958128438,True
L0_S13_start_date_id_diff_reverse,0.00103847176135,True
L3_S33_start_date_id_diff_magic,0.00103741395225,True
L1_S24_F1713,0.0010357496028,True
L0_S11_F290,0.0010347671162,True
L1_S24_D1511,0.00103473607877,True
L3_S51_end_date_rank,0.00103240953007,True
L1_S24_D1522,0.00102939782182,True
L0_S19_F455,0.00102728630226,True
L0_S0_D3,0.00102642013728,True
L1_S24_D818,0.00102596639736,True
L0_S22_F606,0.0010246312719,True
L0_S22_start_date_rank,0.00102340367334,True
L2_S27_F3162,0.00102257018743,True
L1_S25_F2144,0.00102143214827,True
L0_S17_F433,0.00102041335449,True
L0_S6_end_date_id_diff_reverse,0.0010177331455,True
L3_S35_D3891,0.00101666726145,True
L3_S30_F3649,0.0010145032942,True
L0_S12_end_date_id_diff_reverse,0.00101161165417,True
L0_S10_end_date_id_diff,0.00101117024124,True
L2_S26_end_date_id_diff,0.00100911507659,True
L1_S24_F1836,0.00100857871599,True
L3_S48_F4196,0.0010081287239,True
L0_S15_F415,0.00100609802982,True
L0_S14_start_date_id_diff_magic,0.00100526268843,True
L1_S24_start_date_id_diff_reverse,0.00100482232345,True
L0_S23_F623,0.000997174744928,True
L0_S7_time_span_rank,0.000990027312066,True
L0_S7_start_date_rank,0.000988131405978,True
L3_S33_F3867,0.000987842720447,True
L3_S39_start_date_id_diff,0.000986744371205,True
L0_S14_start_date_id_diff,0.000986276830475,True
L3_S29_D3480,0.000984565353413,True
L0_S12_F334,0.000983928856309,True
L1_S24_F1502,0.000979167418361,True
L1_S25_D2108,0.000979091511565,True
L0_S3_F84,0.000978570707666,True
L1_S25_F2106,0.000978384604628,True
L0_S5_start_date_rank,0.000975983327428,True
L3_S49_D4208,0.000973734157771,True
L0_S7_D139,0.000970802893785,True
L3_S41_F4018,0.00096875374552,True
L0_S0_end_date_id_diff,0.00096846039733,True
L0_S0_start_date_id_diff_magic,0.000967429270508,True
L1_S24_F1816,0.000966735633782,True
L0_S12_end_date_id_diff,0.000965686520319,True
L0_S19_D456,0.000964670743129,True
L3_S29_F3491,0.000963121710009,True
L0_S3_D74,0.000962680921602,True
L1_S24_F1567,0.00095896582336,True
L0_S4_start_date_id_diff_magic,0.000957181704069,True
L0_S13_start_date_id_diff_magic,0.000956012483084,True
L3_S30_start_date_id_diff_magic,0.000955991654993,True
L0_S5_end_date_rank,0.000955561867848,True
L3_S35_D3895,0.000953278112043,True
L3_S29_F3424,0.000952304156407,True
L3_S37_end_date_rank,0.00094969117776,True
L0_S15_start_date_rank,0.000940958894093,True
L0_S15_F403,0.000938027255336,True
L0_S21_end_date_id_diff_reverse,0.000937735287691,True
L3_S29_start_date,0.000936211772604,True
L3_S46_time_span_rank,0.000936211772604,True
L1_S25_F1892,0.000933064120838,True
L3_S41_F4026,0.0009328682121,True
L1_S24_F1518,0.000931756539612,True
L3_S36_end_date,0.000930989992766,True
L0_S9_F175,0.000928915336709,True
L0_S5_end_date_id_diff,0.000928560017203,True
L1_S24_F1748,0.000926261721364,True
L3_S30_end_date_rank,0.000923866987071,True
L3_S38_time_span,0.000922934933087,True
L0_S23_F643,0.000915774669885,True
L0_S23_F631,0.000911032506194,True
L1_S24_F1838,0.000908922219842,True
L0_S12_F330,0.000908827104793,True
L1_S24_F1829,0.000903841728751,True
L0_S9_F155,0.000900542344935,True
L0_S15_end_date_rank,0.000898008212764,True
L2_S27_end_date_id_diff_reverse,0.00088921576093,True
L0_S5_time_span_rank,0.000887734645232,True
L0_S19_start_date_id_diff_magic,0.000884183152224,True
L0_S16_F426,0.000883523008553,True
L0_S17_start_date_id_diff,0.000881994163257,True
L0_S16_end_date_rank,0.000881667825933,True
L0_S14_F386,0.000877706056004,True
L3_S41_start_date_id_diff_reverse,0.000875856932503,True
L0_S9_end_date_id_diff_reverse,0.000870986495233,True
L0_S19_end_date_rank,0.000869506793948,True
L2_S27_end_date_rank,0.000869488071742,True
L3_S34_F3878,0.000868927495206,True
L3_S36_end_date_rank,0.00086746540355,True
L1_S25_F1919,0.000863867875799,True
L0_S9_end_date_rank,0.000859917726149,True
L1_S24_D1770,0.000857198119711,True
L0_S20_start_date_rank,0.000856718027733,True
L3_S38_D3961,0.000854692472296,True
L3_S49_end_date_rank,0.000854275776152,True
L3_S50_D4242,0.000852411524674,True
L0_S17_start_date_id_diff_reverse,0.000849218648147,True
L0_S13_start_date_id_diff,0.000849017007023,True
L3_S49_start_date_rank,0.000847156283536,True
L0_S11_D284,0.000836783190618,True
L0_S18_start_date_id_diff_magic,0.00082920218072,True
L0_S5_end_date,0.000828633628406,True
L0_S12_F346,0.000826365403451,True
L3_S38_end_date_rank,0.000824459515061,True
L3_S44_F4118,0.00082393053826,True
L3_S29_F3488,0.000821625481479,True
L0_S2_F32,0.000821559696752,True
L3_S43_start_date_id_diff_magic,0.000821474424781,True
L0_S3_end_date_rank,0.000818981375257,True
L0_S8_F144,0.000817765120003,True
L0_S12_end_date,0.00081642711844,True
L1_S25_F1943,0.000815868931626,True
L0_S6_end_date_id_diff_magic,0.000814839287721,True
L3_S47_F4148,0.000814412871242,True
L3_S36_start_date_rank,0.000812396980724,True
L3_S36_time_span_rank,0.000812249556316,True
L0_S15_D398,0.000809007211727,True
L0_S14_start_date_rank,0.000805589111955,True
L0_S10_F264,0.000805097943083,True
L3_S49_end_date_id_diff_reverse,0.000803031612866,True
L0_S23_F663,0.000802308779009,True
L1_S25_F1858,0.000802091160729,True
L0_S9_end_date_id_diff,0.000801066232737,True
L1_S24_F1728,0.000800796708063,True
L1_S24_F1812,0.000800441595691,True
L0_S13_end_date_rank,0.000800107479438,True
L3_S34_D3879,0.000797087009299,True
L2_S26_D3044,0.000793527653938,True
L2_S28_end_date_rank,0.000788852990396,True
L2_S27_start_date,0.000786001201292,True
L3_S45_start_date_id_diff_reverse,0.000783964606252,True
L3_S44_F4121,0.000783817604994,True
L1_S24_D1674,0.00078242919142,True
L1_S24_F679,0.000782308104957,True
L3_S41_start_date_rank,0.000782153443441,True
L3_S33_F3861,0.000781801022477,True
L0_S16_start_date_rank,0.000780063538521,True
L0_S23_start_date_rank,0.000779662684102,True
L2_S27_D3134,0.000776173406757,True
L0_S3_start_date_id_diff_magic,0.000774743557847,True
L3_S48_end_date_rank,0.00077199532898,True
L1_S24_end_date_rank,0.00076994009311,True
L0_S21_F482,0.000768295559986,True
L0_S10_F254,0.000767483124282,True
L0_S12_F344,0.000766391707079,True
L3_S34_start_date_id_diff_magic,0.000763368042231,True
L0_S8_D147,0.000763012927838,True
L0_S0_end_date_id_diff_reverse,0.000762569298179,True
L0_S15_start_date,0.000759079451202,True
L0_S20_end_date_id_diff,0.000758969046981,True
L0_S19_D457,0.00075768553011,True
L0_S15_time_span_rank,0.000757305960376,True
L3_S36_D3923,0.000756483275715,True
L3_S44_start_date_id_diff,0.000751199270815,True
L3_S43_time_span_rank,0.000750526533183,True
L0_S1_start_date_rank,0.000750493506379,True
L0_S18_D441,0.00075028598541,True
L0_S3_end_date,0.000749129503147,True
L0_S13_end_date_id_diff,0.000748931893709,True
L0_S9_F165,0.000748142520304,True
L1_S24_F1788,0.000746833486398,True
L3_S41_end_date_id_diff_reverse,0.000745367222933,True
L0_S11_end_date_id_diff_reverse,0.000744706481679,True
L3_S45_start_date,0.000744673426714,True
L3_S47_end_date_id_diff,0.000744601638124,True
L3_S49_time_span_rank,0.000743636815769,True
L0_S21_F517,0.000742683736378,True
L3_S45_start_date_rank,0.000741424429652,True
L0_S9_F210,0.000741385403539,True
L0_S0_time_span_rank,0.000739185745344,True
L3_S33_end_date_id_diff_magic,0.000738966584239,True
L2_S26_end_date_rank,0.000738198296408,True
L3_S33_D3862,0.000738082847999,True
L1_S24_F1808,0.000733449979557,True
L1_S24_D1596,0.000732600732601,True
L3_S44_start_date_rank,0.000731222381971,True
L3_S41_time_span_rank,0.000730489720958,True
L0_S23_F639,0.000730047541429,True
L0_S12_time_span_rank,0.000728514743221,True
L3_S50_end_date_rank,0.000728397021403,True
L0_S21_D499,0.000726690950071,True
L2_S26_start_date_rank,0.000726418001632,True
L0_S17_end_date_id_diff,0.000724990434458,True
L0_S0_end_date_rank,0.000722866941299,True
L0_S7_D141,0.000721351997611,True
L0_S2_D38,0.000715280602198,True
L0_S6_D124,0.000711496141602,True
L3_S36_F3922,0.000710640679906,True
L3_S40_start_date_id_diff_reverse,0.000709630209279,True
L1_S24_F1627,0.000706725720735,True
L0_S4_end_date,0.000706375352003,True
L0_S13_end_date_id_diff_reverse,0.000703459098377,True
L0_S21_F472,0.000700525969519,True
L3_S33_F3873,0.000698797542075,True
L0_S11_end_date_id_diff_magic,0.000696933266189,True
L3_S47_start_date_id_diff,0.000696079038522,True
L0_S8_time_span_rank,0.000691029871952,True
L3_S47_start_date_id_diff_magic,0.000689412005845,True
L1_S24_F935,0.000687285223368,True
L2_S26_start_date_id_diff_magic,0.000687164707697,True
L0_S6_start_date_id_diff_magic,0.000686728653372,True
L3_S41_end_date,0.000686107139465,True
L0_S17_start_date,0.00068279028138,True
L3_S49_start_date_id_diff_magic,0.000680087990797,True
L1_S24_F1834,0.000678765279754,True
L1_S24_F1573,0.00067821247521,True
L3_S48_start_date_id_diff_reverse,0.000677422105726,True
L0_S12_start_date_rank,0.00067610505427,True
L3_S44_end_date_rank,0.000671461910393,True
L3_S44_end_date,0.000669968351986,True
L3_S40_F3984,0.000667073356592,True
L0_S21_D479,0.000664893617021,True
L1_S24_start_date_id_diff_magic,0.000663612480671,True
L0_S20_D464,0.000662583743529,True
L0_S19_end_date,0.000662088965584,True
L0_S9_end_date_id_diff_magic,0.000662076758333,True
L0_S9_F190,0.000660343505043,True
L1_S24_F1718,0.000658133292852,True
L1_S24_D1527,0.000656704944795,True
L3_S34_end_date_id_diff_magic,0.000656140990689,True
L3_S49_D4213,0.000654587885316,True
L1_S25_F2152,0.000654383892088,True
L0_S7_end_date_id_diff_reverse,0.00065028750471,True
L3_S45_start_date_id_diff,0.000649291409851,True
L3_S29_end_date_id_diff_magic,0.00064642362608,True
L1_S25_F2170,0.000645974266316,True
L2_S27_D3137,0.000645974266316,True
L3_S35_D3900,0.0006454915275,True
L3_S51_start_date_id_diff,0.000643722345127,True
L0_S21_D484,0.000640668210769,True
L1_S24_F988,0.00063861308729,True
L0_S18_end_date_id_diff,0.000635390193899,True
L0_S15_F406,0.000634950181869,True
L0_S15_start_date_id_diff_magic,0.000630160572441,True
L1_S24_F1753,0.000628368779048,True
L0_S17_end_date,0.000626142634964,True
L1_S24_F1798,0.000625042313066,True
L0_S10_F239,0.000622513495505,True
L0_S19_F453,0.000621890547264,True
L0_S20_F461,0.000621890547264,True
L3_S31_start_date_id_diff,0.000621890547264,True
L3_S49_F4206,0.000621890547264,True
L0_S12_F338,0.000621574796231,True
L1_S25_end_date_rank,0.000619067922471,True
L0_S17_D434,0.000618910128988,True
L3_S35_end_date_id_diff_magic,0.000613508732832,True
L0_S9_D197,0.000612369871402,True
L1_S25_F1968,0.000612369871402,True
L0_S17_end_date_rank,0.000610886448348,True
L3_S39_end_date_id_diff_reverse,0.00061049492437,True
L3_S39_D3970,0.000610378993058,True
L1_S24_F1642,0.000610104116096,True
L0_S14_end_date_rank,0.000604069490734,True
L1_S24_D1566,0.000604055953557,True
L3_S49_end_date,0.000602593697465,True
L1_S24_F1848,0.000601739420114,True
L1_S25_F2071,0.000600199866462,True
L1_S24_F1539,0.000599355348617,True
L3_S47_F4153,0.000595958126605,True
L1_S25_F1855,0.000595662260133,True
L0_S12_start_date_id_diff_reverse,0.000593814347807,True
L3_S40_F3986,0.000593484887277,True
L0_S23_D625,0.00058671504727,True
L3_S40_F3982,0.000586224010159,True
L0_S23_time_span_rank,0.000584602490231,True
L0_S12_D335,0.000582757659594,True
L3_S51_start_date_id_diff_reverse,0.000580393533302,True
L0_S21_F502,0.00057863793788,True
L3_S38_time_span_rank,0.000577627309668,True
L3_S45_start_date_id_diff_magic,0.000576561311482,True
L1_S25_F1869,0.000574885306367,True
L0_S11_F298,0.00057075008512,True
L3_S44_end_date_id_diff_reverse,0.000570740272829,True
L0_S21_F522,0.000570381226647,True
L1_S25_F2036,0.00056747195157,True
L0_S0_D5,0.000565333743162,True
L3_S49_F4211,0.000562812987593,True
L0_S22_time_span_rank,0.000555864369094,True
L3_S31_end_date_rank,0.000555864369094,True
L3_S45_D4127,0.000555864369094,True
L3_S41_end_date_id_diff_magic,0.00055075906291,True
L1_S24_D1532,0.000548700860888,True
L0_S0_end_date,0.000548245614035,True
L0_S11_end_date,0.000548245614035,True
L0_S11_start_date,0.000548245614035,True
L0_S13_start_date,0.000548245614035,True
L0_S21_start_date,0.000548245614035,True
L0_S23_end_date,0.000548245614035,True
L0_S3_start_date,0.000548245614035,True
L0_S7_end_date,0.000548245614035,True
L0_S9_end_date,0.000548245614035,True
L2_S26_end_date,0.000548245614035,True
L2_S27_end_date,0.000548245614035,True
L3_S46_start_date_rank,0.000548245614035,True
L3_S51_end_date,0.000548245614035,True
L0_S15_end_date_id_diff,0.000548058853722,True
L0_S16_D428,0.000546481475128,True
L0_S10_end_date_id_diff_magic,0.000546019127598,True
L3_S48_end_date_id_diff_reverse,0.000544526500796,True
L3_S31_end_date_id_diff,0.000541679006904,True
L0_S12_end_date_rank,0.000540853751266,True
L0_S6_F118,0.000539826661691,True
L0_S18_start_date_rank,0.000539738676732,True
L0_S23_F627,0.000536820695161,True
L0_S10_D231,0.00053670591311,True
L0_S14_D364,0.000526507564861,True
L3_S50_end_date_id_diff,0.000525107631186,True
L3_S44_start_date_id_diff_magic,0.000523822791864,True
L0_S12_F342,0.000522001317767,True
L1_S24_F1599,0.000515687771804,True
L0_S22_F561,0.000514580951189,True
L0_S9_start_date_id_diff_magic,0.000513912505342,True
L0_S23_end_date_id_diff,0.000513537276992,True
L0_S14_F390,0.000513408695169,True
L0_S12_F340,0.000512705092239,True
L3_S33_active,0.000511878394274,True
L0_S22_F601,0.000510459237513,True
L0_S17_end_date_id_diff_reverse,0.0005061585371,True
L0_S2_time_span,0.000503946314085,True
L3_S49_start_date_id_diff_reverse,0.000501959253784,True
L3_S51_time_span_rank,0.000497890906581,True
L0_S10_F274,0.000496094496604,True
L3_S50_D4244,0.000495041930677,True
L2_S27_start_date_id_diff_magic,0.000494269837884,True
L3_S29_F3398,0.000493984583482,True
L3_S49_D4218,0.000491294441911,True
L0_S20_end_date_rank,0.000488905863898,True
L1_S24_F1768,0.000487836584094,True
L0_S10_start_date_id_diff_magic,0.000486365115881,True
L0_S23_F667,0.000486365115881,True
L2_S28_start_date,0.000486144871172,True
L3_S48_end_date,0.000486144871172,True
L0_S16_end_date,0.000483961406364,True
L0_S2_D42,0.000483596569362,True
L0_S12_F336,0.000480331567969,True
L3_S40_end_date_id_diff_magic,0.000480143717849,True
L3_S47_F4143,0.000479090412892,True
L0_S9_start_date,0.000478487404847,True
L3_S31_start_date_rank,0.000477924062193,True
L0_S18_end_date_id_diff_magic,0.000475511174513,True
L3_S44_F4115,0.000471937753791,True
L3_S48_start_date_id_diff,0.000471069785646,True
L3_S49_end_date_id_diff_magic,0.00046789212089,True
L3_S36_D3925,0.000466458457682,True
L3_S37_D3945,0.000464167227907,True
L0_S20_end_date_id_diff_reverse,0.000463559091451,True
L3_S44_end_date_id_diff,0.000463147283978,True
L0_S21_F527,0.000461041954818,True
L0_S23_end_date_id_diff_reverse,0.000461041954818,True
L0_S8_D150,0.000461041954818,True
L0_S9_D177,0.000461041954818,True
L1_S24_D1155,0.000461041954818,True
L1_S24_D1591,0.000461041954818,True
L1_S25_F1948,0.000461041954818,True
L0_S10_start_date,0.000460273216549,True
L3_S43_end_date_id_diff,0.000460273216549,True
L3_S35_F3894,0.000458857638121,True
L3_S39_start_date_rank,0.000458112364727,True
L0_S18_D447,0.000457485963233,True
L3_S29_start_date_id_diff_magic,0.000457485963233,True
L0_S19_end_date_id_diff_magic,0.000455373406193,True
L0_S22_end_date_rank,0.000455373406193,True
L1_S24_end_date_id_diff_magic,0.000455373406193,True
L3_S40_start_date_rank,0.000455373406193,True
L3_S38_end_date,0.000449496025006,True
L1_S24_D1513,0.000447826849855,True
L1_S24_F1622,0.000444074057789,True
L1_S24_F1498,0.000443597787362,True
L3_S41_end_date_id_diff,0.000441328474347,True
L0_S12_end_date_id_diff_magic,0.000438639476369,True
L3_S41_F4004,0.000433699509772,True
L0_S10_end_date_rank,0.000429721935221,True
L1_S25_F1890,0.000427721153494,True
L3_S36_end_date_id_diff_magic,0.000424453080579,True
L3_S44_D4104,0.000422642723118,True
L0_S3_F76,0.000419205855409,True
L3_S39_end_date,0.000417595172055,True
L0_S21_F507,0.000412967100894,True
L1_S24_F1820,0.000412890271304,True
L1_S24_F1582,0.00040416287764,True
L1_S25_D2138,0.00040062839858,True
L3_S47_end_date_id_diff_magic,0.00039946840234,True
L0_S22_F591,0.000396011528538,True
L0_S20_end_date_id_diff_magic,0.000395936786042,True
L0_S8_end_date_id_diff_magic,0.00039565902481,True
L3_S37_end_date_id_diff_magic,0.00039565902481,True
L3_S49_end_date_id_diff,0.000391775536096,True
L1_S24_F1657,0.000390412541247,True
L3_S51_start_date,0.000389489673653,True
L3_S32_end_date_id_diff_magic,0.000376040970367,True
L0_S21_time_span_rank,0.000372300819062,True
L3_S45_end_date_id_diff_reverse,0.000372300819062,True
L3_S47_time_span_rank,0.000372300819062,True
L0_S18_time_span_rank,0.000371639357301,True
L3_S41_F4000,0.00037077855442,True
L3_S47_F4138,0.000367554312382,True
L0_S16_end_date_id_diff,0.000365711229099,True
L0_S2_end_date_id_diff_magic,0.00036152362752,True
L0_S14_end_date_id_diff_magic,0.00036036036036,True
L0_S21_start_date_id_diff_magic,0.00036036036036,True
L0_S23_start_date_id_diff_magic,0.00036036036036,True
L0_S14_D368,0.000360103661211,True
L0_S23_F619,0.000360103661211,True
L0_S21_end_date_id_diff,0.000359515242282,True
L1_S24_F802,0.000356045074839,True
L0_S4_start_date,0.000352108457157,True
L2_S26_end_date_id_diff_magic,0.000352057195202,True
L3_S40_end_date_id_diff,0.000350074845488,True
L1_S25_end_date_id_diff_magic,0.000345887844045,True
L0_S23_start_date_id_diff_reverse,0.000344577084821,True
L0_S21_F532,0.000344364328958,True
L3_S40_end_date_rank,0.000344364328958,True
L1_S25_F2167,0.000340506250492,True
L0_S3_D82,0.000339789330615,True
L1_S24_D1574,0.000339789330615,True
L0_S13_end_date_id_diff_magic,0.000335555350135,True
L3_S51_end_date_id_diff_reverse,0.000321131637565,True
L3_S44_start_date,0.000316250755748,True
L3_S39_end_date_id_diff_magic,0.000310742201742,True
L0_S4_end_date_id_diff_magic,0.000307686627324,True
L0_S3_D78,0.000299994386302,True
L0_S3_F92,0.000295547046816,True
L1_S25_F1885,0.000283738016856,True
L1_S25_F1958,0.000283738016856,True
L3_S48_start_date_id_diff_magic,0.000281019985915,True
L2_S27_time_span_rank,0.000278055509739,True
L1_S24_D1678,0.000272926932243,True
L3_S39_end_date_id_diff,0.000271198499824,True
L0_S17_end_date_id_diff_magic,0.000243072435586,True
L3_S44_time_span_rank,0.000243072435586,True
L3_S49_start_date,0.000243072435586,True
L3_S51_start_date_id_diff_magic,0.000243072435586,True
L0_S22_start_date,0.000235379569341,True
L0_S0_end_date_id_diff_magic,0.000233830957318,True
L3_S40_start_date,0.000230733733272,True
L0_S5_end_date_id_diff_magic,0.000229210218185,True
L0_S20_end_date,0.000227686703097,True
L0_S21_start_date_rank,0.000227686703097,True
L3_S31_end_date,0.000227686703097,True
L3_S31_start_date_id_diff_reverse,0.000227686703097,True
L3_S39_start_date_id_diff_magic,0.000227686703097,True
L3_S41_start_date,0.000227686703097,True
start_date_id_diff_reverse,0.0433909200482,False
L3_S32_F3854,0.0389714744877,False
end_date,0.0192848533548,False
start_date,0.0156689433507,False
L3_S29_F3458,0.0156689433507,False
L3_S33_D3856,0.0152671755725,False
end_date_id_diff_reverse,0.0128565689032,False
start_date_id_diff,0.0120530333467,False
end_date_id_diff_magic,0.0120530333467,False
L3_S30_F3744,0.0116512655685,False
L3_S37_D3942,0.0108477300121,False
L3_S33_F3859,0.0100441944556,False
L3_S30_D3511,0.0100441944556,False
L0_S1_F28,0.00964242667738,False
L3_S30_F3544,0.00924065889916,False
L3_S34_end_date,0.00924065889916,False
L3_S42_time_span_rank,0.00924065889916,False
L3_S30_F3704,0.00924065889916,False
L3_S30_end_date_id_diff_reverse,0.00883889112093,False
L3_S32_D3852,0.00843712334271,False
L0_S1_end_date,0.00763358778626,False
L1_S24_F1672,0.00763358778626,False
L3_S33_F3865,0.00763358778626,False
end_date_id_diff,0.00763358778626,False
L3_S29_D3477,0.00723182000804,False
L3_S35_end_date_id_diff,0.00683005222981,False
L3_S30_F3754,0.00683005222981,False
L3_S29_F3339,0.00642828445159,False
L3_S38_start_date,0.00642828445159,False
L3_S30_end_date_id_diff,0.00642828445159,False
L1_S24_F1581,0.00602651667336,False
L3_S32_end_date_id_diff,0.00602651667336,False
L1_S24_F1844,0.00602651667336,False
L3_S38_start_date_rank,0.00602651667336,False
time_span,0.00602651667336,False
L3_S32_time_span_rank,0.00602651667336,False
L3_S29_F3351,0.00602651667336,False
L3_S38_F3956,0.00562474889514,False
L3_S37_end_date_id_diff_reverse,0.00522298111691,False
L3_S29_F3436,0.00522298111691,False
L3_S29_end_date_id_diff_reverse,0.00522298111691,False
L0_S5_start_date_id_diff_reverse,0.00482121333869,False
L3_S29_F3324,0.00482121333869,False
L3_S33_start_date_id_diff,0.00482121333869,False
L0_S1_end_date_id_diff_reverse,0.00482121333869,False
L0_S1_start_date_id_diff_reverse,0.00482121333869,False
L3_S33_time_span_rank,0.00482121333869,False
L3_S29_time_span_rank,0.00441944556047,False
L3_S37_start_date_rank,0.00441944556047,False
L3_S34_end_date_id_diff,0.00441944556047,False
L3_S30_F3574,0.00441944556047,False
L3_S30_F3749,0.00441944556047,False
L3_S34_end_date_id_diff_reverse,0.00441944556047,False
L0_S1_start_date,0.00441944556047,False
L3_S29_F3330,0.00401767778224,False
L3_S33_F3857,0.00401767778224,False
L2_S26_F3106,0.00401767778224,False
L3_S30_F3809,0.00401767778224,False
L3_S36_start_date_id_diff_reverse,0.00401767778224,False
time_per_TS_num,0.00401767778224,False
L3_S37_start_date_id_diff_reverse,0.00401767778224,False
L0_S10_F259,0.00401767778224,False
L3_S29_D3322,0.00401767778224,False
time_per_TS,0.00401767778224,False
L3_S33_start_date_id_diff_reverse,0.00401767778224,False
L3_S34_time_span_rank,0.00401767778224,False
num_active_ts_cnt,0.00361591000402,False
L1_S24_F1662,0.00361591000402,False
L3_S33_start_date,0.00321414222579,False
L3_S30_F3829,0.00321414222579,False
L3_S29_F3379,0.00321414222579,False
L3_S37_end_date_id_diff,0.00321414222579,False
L3_S30_F3759,0.00321414222579,False
L3_S29_F3407,0.00321414222579,False
L0_S16_F421,0.00321414222579,False
L3_S30_F3519,0.00321414222579,False
L3_S29_F3348,0.00281237444757,False
L1_S24_F1803,0.00281237444757,False
L3_S29_end_date_id_diff,0.00281237444757,False
L0_S2_end_date_id_diff_reverse,0.00281237444757,False
time_per_TS_cat,0.00281237444757,False
L3_S33_start_date_rank,0.00281237444757,False
L3_S38_start_date_id_diff_reverse,0.00281237444757,False
L1_S24_F1632,0.00281237444757,False
L3_S29_F3442,0.00281237444757,False
L0_S14_end_date,0.00281237444757,False
L0_S0_F6,0.00281237444757,False
L0_S11_start_date_id_diff_reverse,0.00281237444757,False
L1_S25_start_date,0.00281237444757,False
L0_S9_F180,0.00281237444757,False
L1_S24_F1846,0.00281237444757,False
L3_S36_F3920,0.00281237444757,False
L0_S0_F0,0.00281237444757,False
L0_S23_F655,0.00281237444757,False
L3_S30_F3639,0.00241060666935,False
L3_S34_start_date,0.00241060666935,False
L0_S15_D395,0.00241060666935,False
L3_S34_start_date_rank,0.00241060666935,False
L3_S29_F3336,0.00241060666935,False
L3_S30_F3769,0.00241060666935,False
L0_S0_start_date_id_diff,0.00241060666935,False
L1_S24_D1765,0.00241060666935,False
L3_S30_F3794,0.00241060666935,False
L3_S36_start_date_id_diff_magic,0.00241060666935,False
L3_S29_end_date,0.00241060666935,False
L0_S6_F132,0.00241060666935,False
L0_S0_F18,0.00241060666935,False
L1_S24_F1571,0.00241060666935,False
L1_S24_F1824,0.00241060666935,False
L0_S10_time_span_rank,0.00241060666935,False
L1_S24_F1758,0.00241060666935,False
L1_S24_D1558,0.00241060666935,False
L3_S41_F4008,0.00200883889112,False
L3_S37_D3943,0.00200883889112,False
L3_S30_F3644,0.00200883889112,False
L3_S30_F3549,0.00200883889112,False
L3_S29_F3333,0.00200883889112,False
L1_S24_F1783,0.00200883889112,False
L3_S36_end_date_id_diff_reverse,0.00200883889112,False
L3_S29_F3421,0.00200883889112,False
L0_S11_start_date_id_diff_magic,0.00200883889112,False
L3_S29_F3342,0.00200883889112,False
L0_S1_end_date_id_diff,0.00200883889112,False
L2_S26_start_date,0.00200883889112,False
L1_S25_F1992,0.00200883889112,False
L0_S11_F322,0.00200883889112,False
L0_S3_F100,0.00200883889112,False
L3_S29_end_date_rank,0.00200883889112,False
L0_S4_start_date_id_diff,0.00200883889112,False
L1_S25_F1978,0.00200883889112,False
L3_S42_end_date_rank,0.00200883889112,False
L3_S35_end_date_id_diff_reverse,0.00200883889112,False
L1_S24_F1700,0.00200883889112,False
L3_S32_start_date_id_diff,0.00200883889112,False
L0_S1_start_date_id_diff,0.00200883889112,False
L3_S32_F3850,0.00200883889112,False
L3_S36_start_date_id_diff,0.00200883889112,False
L1_S24_F1520,0.00200883889112,False
L3_S29_F3385,0.00200883889112,False
L0_S8_end_date_id_diff,0.00200883889112,False
L3_S30_F3664,0.00200883889112,False
L0_S2_time_span_rank,0.00200883889112,False
null_col_count,0.00200883889112,False
L3_S30_F3554,0.00200883889112,False
L1_S24_F1723,0.00200883889112,False
L0_S0_start_date_id_diff_reverse,0.00200883889112,False
L3_S29_F3412,0.00200883889112,False
active_ts_cnt,0.00200883889112,False
L3_S29_F3461,0.00200883889112,False
L3_S38_start_date_id_diff_magic,0.0016070711129,False
L3_S30_F3634,0.0016070711129,False
L3_S30_F3609,0.0016070711129,False
L3_S49_end_date_id_diff_reverse,0.0016070711129,False
L0_S13_end_date,0.0016070711129,False
L0_S6_D127,0.0016070711129,False
L0_S2_start_date_id_diff_reverse,0.0016070711129,False
L0_S8_end_date,0.0016070711129,False
L3_S29_F3427,0.0016070711129,False
L1_S24_D1587,0.0016070711129,False
L0_S10_F244,0.0016070711129,False
L0_S1_D30,0.0016070711129,False
L3_S32_end_date,0.0016070711129,False
L3_S29_F3376,0.0016070711129,False
L3_S34_start_date_id_diff,0.0016070711129,False
L3_S29_F3395,0.0016070711129,False
L0_S15_F415,0.0016070711129,False
L0_S10_F219,0.0016070711129,False
L3_S36_start_date,0.0016070711129,False
L3_S32_F3851,0.0016070711129,False
